patient_id,frame_index,image_path,mask_path,labeled,timestamp
us_imu_20260909_153452,42,images/us_imu_20260909_153452_00042.png,masks/us_imu_20260909_153452_00042.png,0,4.2
us_imu_20260909_153452,116,images/us_imu_20260909_153452_00116.png,masks/us_imu_20260909_153452_00116.png,0,11.6
us_imu_20260909_153452,147,images/us_imu_20260909_153452_00147.png,masks/us_imu_20260909_153452_00147.png,0,14.7
us_imu_20260909_153452,232,images/us_imu_20260909_153452_00232.png,masks/us_imu_20260909_153452_00232.png,0,23.2
us_imu_20260909_153452,281,images/us_imu_20260909_153452_00281.png,masks/us_imu_20260909_153452_00281.png,0,28.1
us_imu_20260909_153452,380,images/us_imu_20260909_153452_00380.png,masks/us_imu_20260909_153452_00380.png,0,38.0
us_imu_20260909_153452,448,images/us_imu_20260909_153452_00448.png,masks/us_imu_20260909_153452_00448.png,0,44.8
us_imu_20260909_153452,502,images/us_imu_20260909_153452_00502.png,masks/us_imu_20260909_153452_00502.png,0,50.2
us_imu_20260909_153452,584,images/us_imu_20260909_153452_00584.png,masks/us_imu_20260909_153452_00584.png,0,58.4
us_imu_20260909_153452,684,images/us_imu_20260909_153452_00684.png,masks/us_imu_20260909_153452_00684.png,0,68.6
us_imu_20260909_153452,733,images/us_imu_20260909_153452_00733.png,masks/us_imu_20260909_153452_00733.png,0,73.4
us_imu_20260909_153452,818,images/us_imu_20260909_153452_00818.png,masks/us_imu_20260909_153452_00818.png,0,82.0
us_imu_20260909_153452,875,images/us_imu_20260909_153452_00875.png,masks/us_imu_20260909_153452_00875.png,0,88.1
us_imu_20260909_153452,916,images/us_imu_20260909_153452_00916.png,masks/us_imu_20260909_153452_00916.png,0,93.5
us_imu_20260909_153452,957,images/us_imu_20260909_153452_00957.png,masks/us_imu_20260909_153452_00957.png,0,98.6
us_imu_20260909_160656,33,images/us_imu_20260909_160656_00033.png,masks/us_imu_20260909_160656_00033.png,0,3.3
us_imu_20260909_160656,109,images/us_imu_20260909_160656_00109.png,masks/us_imu_20260909_160656_00109.png,0,10.9
us_imu_20260909_160656,230,images/us_imu_20260909_160656_00230.png,masks/us_imu_20260909_160656_00230.png,0,23.0
us_imu_20260909_160656,313,images/us_imu_20260909_160656_00313.png,masks/us_imu_20260909_160656_00313.png,0,31.3
us_imu_20260909_160656,367,images/us_imu_20260909_160656_00367.png,masks/us_imu_20260909_160656_00367.png,0,36.7
us_imu_20260909_160656,449,images/us_imu_20260909_160656_00449.png,masks/us_imu_20260909_160656_00449.png,0,44.9
us_imu_20260909_160656,492,images/us_imu_20260909_160656_00492.png,masks/us_imu_20260909_160656_00492.png,0,49.2
us_imu_20260909_160656,567,images/us_imu_20260909_160656_00567.png,masks/us_imu_20260909_160656_00567.png,0,56.7
us_imu_20260909_160656,651,images/us_imu_20260909_160656_00651.png,masks/us_imu_20260909_160656_00651.png,0,65.1
us_imu_20260909_160656,700,images/us_imu_20260909_160656_00700.png,masks/us_imu_20260909_160656_00700.png,0,70.0
us_imu_20260909_160656,761,images/us_imu_20260909_160656_00761.png,masks/us_imu_20260909_160656_00761.png,0,76.1
us_imu_20260909_160656,820,images/us_imu_20260909_160656_00820.png,masks/us_imu_20260909_160656_00820.png,0,82.0
us_imu_20260909_160656,891,images/us_imu_20260909_160656_00891.png,masks/us_imu_20260909_160656_00891.png,0,89.1
us_imu_20260909_160656,978,images/us_imu_20260909_160656_00978.png,masks/us_imu_20260909_160656_00978.png,0,97.8
us_imu_20260909_160858,10,images/us_imu_20260909_160858_00010.png,masks/us_imu_20260909_160858_00010.png,0,1.0
us_imu_20260909_160858,80,images/us_imu_20260909_160858_00080.png,masks/us_imu_20260909_160858_00080.png,0,8.0
us_imu_20260909_160858,158,images/us_imu_20260909_160858_00158.png,masks/us_imu_20260909_160858_00158.png,0,15.8
us_imu_20260909_160858,250,images/us_imu_20260909_160858_00250.png,masks/us_imu_20260909_160858_00250.png,0,25.0
us_imu_20260909_160858,311,images/us_imu_20260909_160858_00311.png,masks/us_imu_20260909_160858_00311.png,0,31.1
us_imu_20260909_160858,385,images/us_imu_20260909_160858_00385.png,masks/us_imu_20260909_160858_00385.png,0,39.2
us_imu_20260909_160858,447,images/us_imu_20260909_160858_00447.png,masks/us_imu_20260909_160858_00447.png,0,47.6
us_imu_20260909_160858,546,images/us_imu_20260909_160858_00546.png,masks/us_imu_20260909_160858_00546.png,0,60.0
us_imu_20260909_160858,616,images/us_imu_20260909_160858_00616.png,masks/us_imu_20260909_160858_00616.png,0,67.0
us_imu_20260909_160858,661,images/us_imu_20260909_160858_00661.png,masks/us_imu_20260909_160858_00661.png,0,71.5
us_imu_20260909_160858,748,images/us_imu_20260909_160858_00748.png,masks/us_imu_20260909_160858_00748.png,0,80.2
us_imu_20260909_160858,824,images/us_imu_20260909_160858_00824.png,masks/us_imu_20260909_160858_00824.png,0,87.8
us_imu_20260909_160858,893,images/us_imu_20260909_160858_00893.png,masks/us_imu_20260909_160858_00893.png,0,94.7
us_imu_20260909_160858,975,images/us_imu_20260909_160858_00975.png,masks/us_imu_20260909_160858_00975.png,0,102.9
us_imu_20260909_161109,62,images/us_imu_20260909_161109_00062.png,masks/us_imu_20260909_161109_00062.png,0,6.2
us_imu_20260909_161109,117,images/us_imu_20260909_161109_00117.png,masks/us_imu_20260909_161109_00117.png,0,11.7
us_imu_20260909_161109,158,images/us_imu_20260909_161109_00158.png,masks/us_imu_20260909_161109_00158.png,0,15.8
us_imu_20260909_161109,225,images/us_imu_20260909_161109_00225.png,masks/us_imu_20260909_161109_00225.png,0,22.5
us_imu_20260909_161109,279,images/us_imu_20260909_161109_00279.png,masks/us_imu_20260909_161109_00279.png,0,27.9
us_imu_20260909_161109,337,images/us_imu_20260909_161109_00337.png,masks/us_imu_20260909_161109_00337.png,0,33.7
us_imu_20260909_161109,466,images/us_imu_20260909_161109_00466.png,masks/us_imu_20260909_161109_00466.png,0,46.6
us_imu_20260909_161109,584,images/us_imu_20260909_161109_00584.png,masks/us_imu_20260909_161109_00584.png,0,58.4
us_imu_20260909_161109,645,images/us_imu_20260909_161109_00645.png,masks/us_imu_20260909_161109_00645.png,0,64.5
us_imu_20260909_161109,696,images/us_imu_20260909_161109_00696.png,masks/us_imu_20260909_161109_00696.png,0,69.6
us_imu_20260909_161109,783,images/us_imu_20260909_161109_00783.png,masks/us_imu_20260909_161109_00783.png,0,78.3
us_imu_20260909_161109,841,images/us_imu_20260909_161109_00841.png,masks/us_imu_20260909_161109_00841.png,0,84.1
us_imu_20260909_161109,904,images/us_imu_20260909_161109_00904.png,masks/us_imu_20260909_161109_00904.png,0,90.4
us_imu_20260909_161109,978,images/us_imu_20260909_161109_00978.png,masks/us_imu_20260909_161109_00978.png,0,97.9
us_imu_20260909_161317,33,images/us_imu_20260909_161317_00033.png,masks/us_imu_20260909_161317_00033.png,0,3.3
us_imu_20260909_161317,114,images/us_imu_20260909_161317_00114.png,masks/us_imu_20260909_161317_00114.png,0,11.4
us_imu_20260909_161317,185,images/us_imu_20260909_161317_00185.png,masks/us_imu_20260909_161317_00185.png,0,18.6
us_imu_20260909_161317,239,images/us_imu_20260909_161317_00239.png,masks/us_imu_20260909_161317_00239.png,0,24.0
us_imu_20260909_161317,293,images/us_imu_20260909_161317_00293.png,masks/us_imu_20260909_161317_00293.png,0,29.4
us_imu_20260909_161317,368,images/us_imu_20260909_161317_00368.png,masks/us_imu_20260909_161317_00368.png,0,36.9
us_imu_20260909_161317,444,images/us_imu_20260909_161317_00444.png,masks/us_imu_20260909_161317_00444.png,0,44.5
us_imu_20260909_161317,496,images/us_imu_20260909_161317_00496.png,masks/us_imu_20260909_161317_00496.png,0,49.7
us_imu_20260909_161317,550,images/us_imu_20260909_161317_00550.png,masks/us_imu_20260909_161317_00550.png,0,55.1
us_imu_20260909_161317,605,images/us_imu_20260909_161317_00605.png,masks/us_imu_20260909_161317_00605.png,0,60.6
us_imu_20260909_161317,703,images/us_imu_20260909_161317_00703.png,masks/us_imu_20260909_161317_00703.png,0,70.4
us_imu_20260909_161317,743,images/us_imu_20260909_161317_00743.png,masks/us_imu_20260909_161317_00743.png,0,74.4
us_imu_20260909_161317,816,images/us_imu_20260909_161317_00816.png,masks/us_imu_20260909_161317_00816.png,0,81.7
us_imu_20260909_161317,889,images/us_imu_20260909_161317_00889.png,masks/us_imu_20260909_161317_00889.png,0,89.0
us_imu_20260909_161317,957,images/us_imu_20260909_161317_00957.png,masks/us_imu_20260909_161317_00957.png,0,96.0
us_imu_20260909_161540,33,images/us_imu_20260909_161540_00033.png,masks/us_imu_20260909_161540_00033.png,0,3.3
us_imu_20260909_161540,98,images/us_imu_20260909_161540_00098.png,masks/us_imu_20260909_161540_00098.png,0,9.8
us_imu_20260909_161540,154,images/us_imu_20260909_161540_00154.png,masks/us_imu_20260909_161540_00154.png,0,15.4
us_imu_20260909_161540,211,images/us_imu_20260909_161540_00211.png,masks/us_imu_20260909_161540_00211.png,0,21.1
us_imu_20260909_161540,315,images/us_imu_20260909_161540_00315.png,masks/us_imu_20260909_161540_00315.png,0,31.5
us_imu_20260909_161540,362,images/us_imu_20260909_161540_00362.png,masks/us_imu_20260909_161540_00362.png,0,36.2
us_imu_20260909_161540,440,images/us_imu_20260909_161540_00440.png,masks/us_imu_20260909_161540_00440.png,0,44.0
us_imu_20260909_161540,490,images/us_imu_20260909_161540_00490.png,masks/us_imu_20260909_161540_00490.png,0,49.0
us_imu_20260909_161540,586,images/us_imu_20260909_161540_00586.png,masks/us_imu_20260909_161540_00586.png,0,58.6
us_imu_20260909_161540,616,images/us_imu_20260909_161540_00616.png,masks/us_imu_20260909_161540_00616.png,0,61.6
us_imu_20260909_161540,686,images/us_imu_20260909_161540_00686.png,masks/us_imu_20260909_161540_00686.png,0,68.6
us_imu_20260909_161540,766,images/us_imu_20260909_161540_00766.png,masks/us_imu_20260909_161540_00766.png,0,76.6
us_imu_20260909_161540,848,images/us_imu_20260909_161540_00848.png,masks/us_imu_20260909_161540_00848.png,0,84.7
us_imu_20260909_161540,905,images/us_imu_20260909_161540_00905.png,masks/us_imu_20260909_161540_00905.png,0,90.5
us_imu_20260909_161540,986,images/us_imu_20260909_161540_00986.png,masks/us_imu_20260909_161540_00986.png,0,98.6
us_imu_20260909_163123,33,images/us_imu_20260909_163123_00033.png,masks/us_imu_20260909_163123_00033.png,0,3.3
us_imu_20260909_163123,125,images/us_imu_20260909_163123_00125.png,masks/us_imu_20260909_163123_00125.png,0,12.5
us_imu_20260909_163123,167,images/us_imu_20260909_163123_00167.png,masks/us_imu_20260909_163123_00167.png,0,16.7
us_imu_20260909_163123,252,images/us_imu_20260909_163123_00252.png,masks/us_imu_20260909_163123_00252.png,0,25.2
